@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.supervised.instance.SMOTE-C0-K3-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K3-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K3-P93.0-S1-weka.filters.unsupervised.instance.Randomize-S42

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
46.613673,management,married,secondary,no,33.025947,no,no,cellular,21.357174,aug,533.318151,2,-1,0,yes
59.879986,management,married,secondary,no,439.975591,no,no,cellular,24.521671,aug,213.465067,3.45537,91.763243,1,yes
29.752165,management,single,secondary,no,202.961402,no,no,cellular,18.041049,mar,334.89164,1.742769,-1,0,yes
46,management,married,tertiary,no,0,no,no,unknown,7,may,70,2,-1,0,no
51.92096,management,single,primary,no,1198.939061,no,no,unknown,8.416815,jun,1576.083321,1,-1,0,yes
39.396009,services,married,primary,no,399.900819,yes,no,cellular,18.774266,may,637.135441,2.55674,319.527657,2.698366,yes
59.579974,management,single,tertiary,no,9718.321467,no,no,cellular,26.687587,jun,303.614885,1.148882,-1,0,yes
35,management,married,secondary,no,1160,yes,no,unknown,27,may,116,3,-1,0,no
41.396422,technician,single,secondary,no,1661.098281,no,no,cellular,15.152231,may,659.771487,3.051941,-1,0,yes
36,services,married,primary,no,179,no,no,unknown,9,jun,411,1,-1,0,no
37.61204,unemployed,married,secondary,no,594.86438,no,no,cellular,13.135225,jun,1484.348564,20.757327,-0.624153,0.289207,yes
59.660271,management,divorced,secondary,no,5973.372006,no,no,cellular,7.81528,mar,404.89309,2.95637,-1,0,yes
40,self-employed,married,secondary,no,2,no,no,cellular,22,aug,197,5,-1,0,no
57.710692,admin.,married,secondary,no,899.655132,no,no,cellular,10.921589,oct,367.951614,1.048733,-1,0,yes
54,management,married,tertiary,no,2819,no,no,cellular,7,aug,123,3,-1,0,no
51,blue-collar,divorced,primary,no,37,yes,no,cellular,13,may,341,1,-1,0,no
51,unemployed,married,tertiary,no,1634,yes,no,cellular,22,jul,168,4,-1,0,no
35,technician,divorced,tertiary,no,4515,yes,no,cellular,19,nov,98,2,-1,0,no
28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,369,2,-1,0,yes
31,management,married,secondary,no,1368,yes,no,cellular,12,aug,129,4,-1,0,no
48.247775,management,married,secondary,no,3455.577752,no,no,cellular,16.854511,nov,798.859962,4.420744,-1,0,yes
63.17317,management,married,secondary,no,-21.609716,yes,no,cellular,14.604659,may,592.670724,1,211.982799,1,yes
37,self-employed,married,secondary,no,215,yes,no,unknown,6,jun,61,1,-1,0,no
43,management,married,tertiary,no,2,no,yes,cellular,20,aug,472,2,-1,0,no
51,management,married,tertiary,no,2934,yes,no,cellular,18,nov,727,4,-1,0,no
32.323872,unemployed,married,primary,no,3320.899549,no,no,cellular,6.250451,apr,255.984757,1.794607,50.702876,0.283138,yes
36,management,single,tertiary,no,553,no,no,cellular,11,aug,106,2,-1,0,no
33,management,single,tertiary,no,335,no,no,cellular,29,aug,130,4,-1,0,no
38,housemaid,married,primary,no,21,no,no,cellular,26,aug,634,2,-1,0,no
62.888662,services,married,secondary,no,411.253139,no,no,cellular,9.436988,apr,237.110968,1,91.399874,3.849702,yes
42.596585,management,single,tertiary,no,4949.587096,no,no,cellular,6.736675,oct,293.974669,2.601875,73.518663,2.760574,yes
42,blue-collar,married,secondary,no,130,yes,no,unknown,29,may,285,1,-1,0,no
36,management,divorced,tertiary,no,608,no,no,cellular,26,aug,125,2,-1,0,no
30.924161,management,married,secondary,no,1757.245377,no,no,cellular,5,jun,166.603874,1.789569,-1,0,yes
46,retired,married,primary,no,-35,yes,no,cellular,7,may,304,3,-1,0,no
32.705442,management,married,tertiary,no,96.430092,yes,no,cellular,5.054877,may,472.408189,6.096667,377.511856,2.982298,yes
57,housemaid,married,secondary,no,0,no,no,cellular,22,aug,197,2,-1,0,no
68.279375,retired,married,tertiary,no,18794.655822,no,no,cellular,6.758682,sep,252.758589,1,-1,0,yes
30,technician,single,tertiary,no,699,yes,no,cellular,11,aug,213,4,-1,0,no
40,blue-collar,married,secondary,no,498,yes,no,cellular,8,may,55,2,298,4,no
57,management,married,tertiary,no,1602,no,no,cellular,29,jul,339,3,-1,0,no
32,services,single,secondary,no,133.884684,no,no,cellular,19.012945,may,168.417218,1.001933,-1,0,yes
33.681427,blue-collar,married,secondary,no,4448.136209,no,no,cellular,15.394711,may,399.66185,1.664683,-1,0,yes
43.968785,management,married,secondary,no,568.14856,yes,no,cellular,2.972983,may,352.151735,1.904105,384.473214,1,yes
42,management,divorced,unknown,no,7702,no,no,cellular,16,feb,138,2,-1,0,yes
35.233081,admin.,single,secondary,no,1065.905616,no,no,cellular,19.01981,may,856.441103,1,-1,0,yes
37,technician,single,unknown,no,391,yes,no,unknown,8,may,103,3,-1,0,no
41,management,married,tertiary,no,3872,no,no,cellular,15,oct,231,1,-1,0,no
34,blue-collar,married,unknown,no,41,yes,no,cellular,6,may,34,9,-1,0,no
32.396695,unemployed,single,primary,no,466.994269,no,no,cellular,19.91373,jul,741.813882,12.349898,-1,0,yes
40.216508,blue-collar,married,secondary,no,1889.720171,no,no,cellular,11.943619,oct,751.230753,2,-1,0,yes
48,technician,married,secondary,no,568,yes,no,cellular,2,sep,378,2,386,1,yes
26,self-employed,married,tertiary,no,479,yes,no,cellular,9,feb,133,3,-1,0,no
27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,197,1,199,3,no
33.894362,blue-collar,single,secondary,no,487.013357,no,no,cellular,17.192313,jul,665.361653,3.081694,-1,0,yes
58,management,single,tertiary,no,2,yes,no,telephone,11,may,168,3,-1,0,no
34.547228,services,married,secondary,no,2407.085398,yes,no,cellular,13.575107,oct,141.864467,1.366278,190.944701,1.510766,yes
58,blue-collar,divorced,primary,no,8218,yes,no,cellular,31,jul,124,10,-1,0,no
28,self-employed,single,tertiary,no,4579,no,no,cellular,12,jan,409,2,-1,0,yes
46.288247,services,single,secondary,no,279.66018,no,no,cellular,9.364022,aug,1761.03037,4,-1,0,yes
36.005238,management,married,tertiary,no,0,no,no,cellular,8.165758,sep,260.507797,2.729262,95.439028,2.092037,yes
51,management,married,tertiary,no,630,yes,no,cellular,5,may,138,1,-1,0,no
30.992044,management,single,tertiary,no,305.890657,no,no,cellular,28.57009,apr,651.84731,1.339282,81.223711,0.588473,yes
44.253754,management,married,secondary,no,3629.860204,no,no,cellular,17.788633,nov,804.597152,3.233062,-1,0,yes
54,technician,married,tertiary,no,876,no,no,cellular,27,oct,269,3,541,3,yes
31.182371,admin.,married,secondary,no,267.326047,no,no,cellular,6.315313,oct,401.995536,1.195538,-1,0,yes
48,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,105,1,-1,0,no
50,blue-collar,married,secondary,no,181,yes,no,cellular,17,apr,599,2,-1,0,no
38,management,single,tertiary,no,623,no,no,cellular,28,jun,297,4,144,4,yes
44,entrepreneur,married,secondary,no,6649,yes,no,cellular,19,nov,354,2,-1,0,no
38,technician,married,tertiary,no,1042,yes,no,cellular,4,feb,419,2,-1,0,no
31.960702,management,married,secondary,no,2708.974671,no,no,cellular,10.751132,jun,278.658539,2.905858,-1,0,yes
50,blue-collar,married,secondary,no,372,yes,no,telephone,11,may,21,1,-1,0,no
48,blue-collar,married,secondary,no,425,yes,no,telephone,9,jul,693,2,-1,0,no
41,management,married,tertiary,no,10758,yes,no,cellular,1,jun,288,1,-1,0,no
51,self-employed,married,secondary,no,95,yes,no,cellular,23,jul,1309,4,-1,0,yes
39,services,single,secondary,no,471,no,no,unknown,15,oct,5,1,-1,0,no
32,services,married,secondary,no,132,yes,yes,unknown,19,may,343,2,-1,0,no
38.434956,management,single,secondary,no,70.096045,no,no,cellular,18.120736,may,1193.785987,2.498868,-1,0,yes
26,services,single,secondary,no,1700,yes,no,cellular,7,may,13,5,-1,0,no
37,unemployed,married,secondary,no,1978,no,no,cellular,9,sep,404,1,182,1,yes
53,technician,married,secondary,no,9146,no,no,cellular,13,aug,136,4,-1,0,no
39.993346,management,married,tertiary,no,325.996598,no,no,cellular,6.631053,may,775.868199,1.145429,-1,0,yes
41.449833,unemployed,married,primary,no,1270.609965,no,no,cellular,15,apr,267.941166,1.424695,380.079917,2.140758,yes
59.104586,management,married,secondary,no,0,no,no,cellular,22.408799,oct,212.367942,1.195233,-1,0,yes
58,management,married,tertiary,no,3228,no,no,cellular,19,aug,58,2,-1,0,no
53.848696,management,married,tertiary,no,1.074782,no,no,cellular,13.342318,oct,265.674812,1.070111,152.78078,3.061899,yes
39.614948,blue-collar,married,primary,no,4063.501164,no,no,cellular,6.821487,oct,530.665527,1.58662,11.673822,1.007513,yes
56.491353,technician,married,secondary,no,940.201834,no,no,cellular,10.65646,feb,668.878293,1.85058,188.3878,3.587193,yes
34,technician,married,secondary,no,1641,yes,no,cellular,17,apr,380,1,-1,0,no
49,admin.,married,secondary,no,381,no,no,cellular,5,aug,504,2,-1,0,no
44,unemployed,married,secondary,no,304,yes,no,unknown,12,may,129,2,-1,0,no
32,services,single,secondary,no,151.772272,no,no,cellular,21.2561,may,161.943135,1.666597,-1,0,yes
36.275675,management,married,secondary,no,-111.072798,yes,no,cellular,17.20084,may,588.196103,1.35664,265.763862,1.245633,yes
33,blue-collar,married,primary,no,1165,yes,no,unknown,21,may,420,2,-1,0,no
55.999702,unemployed,married,primary,no,3385.98552,no,no,cellular,18.666745,apr,259.909993,1.198666,-1,0,yes
32,blue-collar,married,secondary,no,3514,yes,no,unknown,20,may,226,2,-1,0,no
38,blue-collar,married,secondary,no,284,yes,yes,unknown,3,jun,1030,6,-1,0,no
51,management,married,unknown,no,712,no,no,cellular,13,aug,287,2,-1,0,no
40.201894,technician,married,secondary,no,-775.62962,yes,no,cellular,5.200294,may,476.855981,2.748196,2.677962,1.504735,yes
66,management,single,tertiary,no,6483,no,no,cellular,13,aug,275,1,-1,0,no
26.37171,technician,married,secondary,no,4506.895286,yes,no,cellular,14.452894,may,739.025004,1.938809,-1,0,yes
50,management,married,tertiary,no,19447,yes,yes,cellular,21,nov,166,1,-1,0,no
37.581716,technician,married,secondary,no,6922.814311,no,no,cellular,18.179825,may,227.213987,1.901082,119.574301,4,yes
57.968051,self-employed,divorced,tertiary,no,1377.875767,no,no,cellular,17.193278,aug,700.638994,1.02876,-1,0,yes
27,blue-collar,single,primary,no,1209,no,no,cellular,29,jan,283,1,-1,0,no
37.514277,unemployed,married,secondary,no,1978.944656,no,no,cellular,16.355033,may,390.660935,1.000745,122.109136,1.263596,yes
39,entrepreneur,married,tertiary,no,2644,yes,no,unknown,20,may,253,1,-1,0,no
31.84848,services,single,secondary,no,152.856298,no,no,cellular,17.094712,jun,162.143495,1.11276,-1,0,yes
37.631082,management,married,secondary,no,879.349135,yes,no,cellular,10.006559,feb,754.497527,1.807435,183.070238,4.533171,yes
52,blue-collar,divorced,primary,no,-97,yes,yes,unknown,9,may,167,4,-1,0,no
26,admin.,single,secondary,no,443,no,no,cellular,30,jul,84,3,-1,0,no
67,retired,married,unknown,no,696,no,no,telephone,17,aug,119,1,105,2,no
50,blue-collar,married,primary,no,4108,yes,no,cellular,7,aug,526,2,-1,0,yes
59,self-employed,married,tertiary,no,3800,no,yes,cellular,9,jul,70,1,-1,0,no
42,management,married,tertiary,no,0,no,no,cellular,13,aug,325,2,-1,0,no
46,blue-collar,married,secondary,no,494,yes,no,unknown,26,may,724,1,-1,0,no
43.426687,technician,single,secondary,no,202.330346,no,no,cellular,3.082521,apr,224.728308,1.99232,-1,0,yes
55.36778,retired,single,tertiary,no,719.425139,no,no,cellular,27.086955,may,151.164006,2.502746,98.995866,1.569214,yes
25,management,single,tertiary,no,785.519135,no,no,cellular,18.322119,may,259.135148,2.078089,113.989776,2,yes
29.040148,management,married,tertiary,no,7.205537,no,no,cellular,12.241147,may,390.531755,3.531464,-1,0,yes
44,management,married,secondary,no,-1746,yes,no,unknown,20,jun,218,1,-1,0,no
47.75677,unemployed,married,secondary,no,2811.164499,yes,no,cellular,26.681902,aug,809.910248,5.072245,-1,0,yes
41.644763,blue-collar,married,primary,no,4081.050732,no,no,cellular,6.96487,oct,526.52346,1.614429,5.002252,0.937064,yes
31,admin.,married,secondary,no,5,yes,yes,cellular,16,jul,101,7,-1,0,no
37.475638,retired,married,secondary,no,1054.703827,no,no,cellular,11.372212,may,566.535606,1,-0.856075,1.081579,yes
52,management,divorced,tertiary,no,50,yes,no,unknown,12,jun,84,3,-1,0,no
46,admin.,married,secondary,no,0,yes,yes,cellular,20,apr,239,2,259,2,no
44,technician,single,secondary,no,244,yes,no,cellular,12,aug,1735,4,-1,0,yes
41,blue-collar,married,secondary,no,641,yes,no,unknown,13,may,161,1,-1,0,no
31,technician,single,tertiary,no,-162,yes,no,cellular,18,may,380,1,-1,0,no
32.949434,technician,married,tertiary,no,2495.293446,yes,no,cellular,24.914612,aug,808.650702,4.776969,0.331184,0.002095,yes
59.715761,technician,single,secondary,no,64.861598,no,no,cellular,10.825401,may,1025.759301,1.990582,-1,0,yes
39.223449,technician,single,tertiary,no,1645.190973,no,no,cellular,17.538261,oct,738.092421,2.155553,13.054595,0.168515,yes
31.844731,blue-collar,married,secondary,no,452.896418,no,no,cellular,16.165098,jul,653.107168,1.149243,-1,0,yes
50,management,married,tertiary,no,-94,no,yes,unknown,25,jun,75,1,-1,0,no
37,admin.,married,tertiary,no,801,no,no,cellular,11,aug,331,7,-1,0,no
28.837368,management,single,secondary,no,210.774399,no,no,cellular,20.258505,mar,338.313919,2.016585,-1,0,yes
28,management,single,tertiary,no,0,no,no,telephone,27,may,198,2,-1,0,no
51.949539,management,single,secondary,no,76.114394,no,no,cellular,22.635487,jul,1208.809345,5.793375,-1,0,yes
33,management,married,tertiary,no,296,no,no,cellular,16,jul,90,2,-1,0,no
29,self-employed,married,tertiary,no,3931,yes,no,unknown,3,jun,73,4,-1,0,no
42,technician,divorced,tertiary,no,7190,yes,no,cellular,29,jul,375,2,-1,0,no
26,self-employed,single,tertiary,no,211,no,no,cellular,29,jan,168,3,-1,0,no
48,unemployed,married,tertiary,no,-471,yes,no,unknown,19,may,668,7,-1,0,no
44,unemployed,single,primary,no,4232,no,no,unknown,16,jun,227,1,-1,0,no
38,unemployed,married,secondary,no,-673,yes,no,unknown,26,may,364,1,-1,0,no
34.906085,services,married,primary,no,250.89209,yes,no,cellular,13.508443,may,961.838512,4.980868,-1,0,yes
57,admin.,married,secondary,no,3927,no,no,cellular,13,oct,61,1,-1,0,no
41.778154,management,single,tertiary,no,4979.200669,no,no,cellular,9.293641,oct,293.592051,5.15526,99.746676,0.43508,yes
39,blue-collar,married,unknown,no,157,yes,no,unknown,30,may,99,6,-1,0,no
28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,yes
26,management,single,tertiary,no,1274,yes,no,cellular,1,jun,190,1,84,1,no
53.603957,retired,married,tertiary,no,9635.544455,no,no,cellular,7.1788,jun,431.236385,3.61978,45.566802,0.651019,yes
43,services,married,secondary,no,978,yes,yes,unknown,26,may,82,2,-1,0,no
49.497814,blue-collar,single,primary,no,2184.828824,yes,no,telephone,26.129218,may,1453.136708,7.570874,350.893863,0.517219,yes
49,management,married,secondary,no,362,yes,no,unknown,4,jun,84,2,-1,0,no
44.83901,management,single,secondary,no,1202.147391,no,no,cellular,15.920912,may,904.091488,2.459949,38.011706,0.092146,yes
28.522329,admin.,married,secondary,no,897.755984,no,no,cellular,7.180115,oct,396.59803,1.020663,-1,0,yes
40.567245,management,married,secondary,no,-93.167312,yes,yes,cellular,13.39867,may,503.295324,1,214.455057,1,yes
31.201244,retired,married,tertiary,no,637.272918,yes,no,cellular,15.167293,may,359.118197,3.963113,-1,0,yes
54.852334,management,divorced,primary,no,-427.981867,yes,no,cellular,30,may,880.704066,2,-1,0,yes
40,management,married,tertiary,no,1584,yes,no,telephone,21,nov,661,1,-1,0,no
58.105984,management,married,tertiary,no,9510.951092,no,no,cellular,8.270662,jun,385.812559,3.412361,0.171537,0.168824,yes
37,technician,single,tertiary,no,6101,no,no,cellular,4,may,60,5,87,1,no
51,blue-collar,married,primary,no,844,yes,no,unknown,29,may,184,3,-1,0,no
53,admin.,married,secondary,no,225,yes,no,cellular,20,apr,304,1,340,1,no
58.995319,management,divorced,secondary,no,1697.719165,no,no,cellular,21.974561,may,499.306057,3.990304,358,6.459701,yes
40.956312,management,single,secondary,no,6043.747044,no,no,cellular,8.712144,mar,294.174542,4.959668,151.081107,1.498113,yes
55.514437,services,single,secondary,no,340.970936,no,no,cellular,26.531083,may,1046.783265,5.289197,-1,0,yes
55.816988,blue-collar,married,secondary,no,458.36737,no,no,cellular,17.791508,jul,658.230167,2.051471,-1,0,yes
34,blue-collar,married,secondary,no,622,yes,no,unknown,21,may,145,1,-1,0,no
30.004093,management,single,tertiary,no,809.096866,yes,no,cellular,14.818696,may,568.189846,1,-1,0,yes
38.205421,technician,married,secondary,no,522.771295,no,no,cellular,15.873768,oct,154.005007,1.944943,-1,0,yes
54.990936,management,married,primary,no,-394.570451,no,no,cellular,30,may,831.108951,2,-1,0,yes
28,unemployed,single,secondary,no,304,no,no,cellular,14,jun,516,1,-1,0,no
31,admin.,married,secondary,no,0,yes,yes,cellular,18,nov,79,3,-1,0,no
45.537291,services,single,primary,no,1823.741358,no,no,unknown,5.808403,jun,1242.31745,5.349631,-1,0,yes
50.082171,management,married,secondary,no,3471.424132,no,no,cellular,15.915554,nov,636.344965,3.229814,19.377477,0.728587,yes
29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,403,1,-1,0,yes
44.65262,unemployed,married,secondary,no,2939.639202,no,no,cellular,18.237916,aug,869.805979,8.089409,-1,0,yes
54,services,married,secondary,no,386,yes,no,cellular,2,aug,155,2,-1,0,no
44,technician,married,secondary,no,2776,yes,no,cellular,27,jan,701,1,-1,0,yes
42.625949,technician,married,secondary,no,522.966558,no,no,cellular,5.148724,oct,152.272987,1.998495,-1,0,yes
42,admin.,single,secondary,no,1022,yes,no,unknown,5,may,146,2,-1,0,no
42.392551,management,married,tertiary,no,3310.671839,no,no,cellular,16.907862,jun,486.579652,3.042487,193.524841,2.149481,yes
32.521961,blue-collar,single,secondary,no,-1.633027,no,no,cellular,17.849739,may,601.866566,3.353034,-1,0,yes
44,management,married,tertiary,no,13893,no,no,unknown,11,jun,29,2,-1,0,no
79.869354,retired,married,tertiary,no,8354.423591,no,no,telephone,9.244791,jun,655.747973,1.460001,97.439961,10.318771,yes
52.473343,technician,married,secondary,no,316.548875,no,no,cellular,22.324223,oct,392.876324,1.936114,181.318612,1,yes
51,admin.,single,tertiary,no,16,yes,no,cellular,30,jan,158,1,-1,0,no
46,admin.,married,secondary,no,1069,yes,no,unknown,8,may,45,2,-1,0,no
38.742492,services,married,primary,no,398.238891,yes,no,cellular,17.681909,may,632.365049,2.778172,301.739926,2.068761,yes
33,services,married,secondary,no,210,yes,yes,unknown,20,may,201,1,-1,0,no
42,blue-collar,married,primary,no,0,yes,yes,cellular,7,may,209,2,-1,0,no
31,services,single,secondary,no,85,no,no,cellular,16,jul,151,1,-1,0,no
78.238613,management,married,secondary,no,-5.761091,yes,no,cellular,14.353262,may,615.798039,1,200.195197,1,yes
46.594069,technician,married,secondary,no,4423.684449,yes,no,cellular,15.185786,may,882.019672,2.42874,43.332838,5.502426,yes
36,management,single,tertiary,no,678,no,yes,unknown,4,jul,85,3,-1,0,no
38,management,single,tertiary,no,5244,no,no,cellular,8,aug,310,4,-1,0,no
33.902604,technician,married,secondary,no,56.999415,no,no,cellular,27.941212,may,820.458627,3.09117,-1,0,yes
38,technician,married,secondary,no,7696,yes,no,cellular,20,nov,386,2,-1,0,no
24,admin.,married,secondary,no,299,yes,no,cellular,6,may,209,1,321,1,no
25,admin.,single,tertiary,no,1420,no,no,cellular,8,apr,124,2,-1,0,no
28,student,single,secondary,no,0,yes,no,unknown,15,may,133,3,-1,0,no
45,services,married,secondary,no,1343,no,yes,cellular,8,jul,220,1,-1,0,no
47.530625,management,married,tertiary,no,0.305384,no,no,cellular,21.686118,oct,266.733062,1.308457,143.606687,3.526767,yes
28,blue-collar,married,secondary,no,4287,no,no,cellular,30,apr,171,1,-1,0,no
60.258907,technician,married,secondary,no,1025.969711,no,no,cellular,10.465666,mar,108.148651,1.33239,-1,0,yes
46.763126,admin.,married,secondary,no,898.174854,no,no,cellular,10.383948,oct,376.956659,1.107817,-1,0,yes
33.024382,services,single,secondary,no,2409.516158,no,no,cellular,22.914603,oct,131.818478,1,161.012129,1.001468,yes
45,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,1018,3,-1,0,yes
43.779852,technician,married,secondary,no,4510.236844,yes,no,cellular,19.094325,may,876.999283,1.516145,30.864889,1.600958,yes
45.721527,technician,married,secondary,no,862.868133,no,no,cellular,26.683355,oct,269.779757,2.581749,539.246744,2.806765,yes
35,blue-collar,married,secondary,no,407,yes,no,cellular,20,apr,12,6,-1,0,no
35.948132,management,married,secondary,no,1541.722933,no,no,cellular,15.851946,oct,270.018869,1,-1,0,yes
34,self-employed,married,tertiary,no,5498,no,no,cellular,19,nov,265,1,-1,0,no
44.464701,blue-collar,married,secondary,no,1906.835459,no,no,cellular,11.860036,oct,751.462821,2,-1,0,yes
32,blue-collar,married,primary,no,642,no,yes,cellular,8,jul,524,1,-1,0,no
39.171862,admin.,married,secondary,no,603.585655,yes,no,cellular,11.431787,may,442.397199,2,366.254683,2.889828,yes
